text,label
"it's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it's savvy about celebrity and has more guts and energy than much of what will open this year . ",1
"k-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich . ",0
this movie seems to have been written using mad-libs . there can be no other explanation . hilariously inept and ridiculous . ,0
warmed-over hash . ,0
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise . ,0
" . . . plenty of warmth to go around , with music and laughter and the love of family . ",1
"a film neither bitter nor sweet , neither romantic nor comedic , neither warm nor fuzzy . ",0
"starts promisingly but disintegrates into a dreary , humorless soap opera . ",0
diaz wears out her welcome in her most charmless performance,0
"presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation . ",1
"efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug . ",1
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",0
an instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product . ,0
a film of precious increments artfully camouflaged as everyday activities . ,1
"this isn't exactly profound cinema , but it's good-natured and sometimes quite funny . ",1
"it's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold . ",0
a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration . ,0
there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory . ,1
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to . ,1
"a 75-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humor . ",0
"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0
the modern-day characters are nowhere near as vivid as the 19th-century ones . ,0
so original in its base concept that you cannot help but get caught up . ,1
a haunting tale of murder and mayhem . ,1
"about schmidt is undoubtedly one of the finest films of the year . if you're not deeply touched by this movie , check your pulse . ",1
"the new guy does have a heart . now , if it only had a brain . ",1
a complex psychological drama about a father who returns to his son's home after decades away . ,1
none of birthday girl's calculated events take us by surprise . . . ,0
"features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory . ",0
"you can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer . thumbs down . ",0
"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0
"it has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline . ",0
a pleasant enough comedy that should have found a summer place . ,1
"provides the kind of 'laugh therapy' i need from movie comedies -- offbeat humor , amusing characters , and a happy ending . after seeing 'analyze that , ' i feel better already . ",1
just because a walk to remember is shrewd enough to activate girlish tear ducts doesn't mean it's good enough for our girls . ,0
"velocity represents everything wrong with ''independent film'' as a commodified , sold-out concept on the american filmmaking scene . ",0
the plot meanders from gripping to plodding and back . ,0
the recording session is the only part of the film that is enlightening -- and how appreciative you are of this depends on your level of fandom . ,1
"made for teens and reviewed as such , this is recommended only for those under 20 years of age . . . and then only as a very mild rental . ",1
so brisk is wang's pacing that none of the excellent cast are given air to breathe . ,0
"a mawkish , implausible platonic romance that makes chaplin's city lights seem dispassionate by comparison . ",0
"if welles was unhappy at the prospect of the human race splitting in two , he probably wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way . ",0
a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis . ,1
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women . ,0
"fierce , glaring and unforgettable . ",1
the transporter is as lively and as fun as it is unapologetically dumb,1
"by the end of it all i sort of loved the people onscreen , even though i could not stand them . perhaps the film should be seen as a conversation starter . it's not an easy one to review . ",0
"it's so mediocre , despite the dynamic duo on the marquee , that we just can't get no satisfaction . ",0
"the master of disguise is funny--not "" ha ha "" funny , "" dead circus performer "" funny . and for all the wrong reasons besides . ",0
"the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill . ",1
becomes a bit of a mishmash : a tearjerker that doesn't and a thriller that won't . ,0
"even with all its botches , enigma offers all the pleasure of a handsome and well-made entertainment . ",1
"evelyn's strong cast and surehanded direction make for a winning , heartwarming yarn . ",1
a thinly veiled excuse for wilson to play his self-deprecating act against murphy's well-honed prima donna shtick . ,0
"the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me . ",0
"too much of storytelling moves away from solondz's social critique , casting its audience as that of intellectual lector in contemplation of the auteur's professional injuries . ",1
" . . . plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ",0
"even in its most tedious scenes , russian ark is mesmerizing . ",1
one of the smartest takes on singles culture i've seen in a long time . ,1
" . . . a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . ",1
an uneven film dealing with too many problems to be taken seriously . ,0
"an uplifting drama . . . what antwone fisher isn't , however , is original . ",0
"professionally speaking , it's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . ",0
"if you're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need . ",1
"the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride . ",1
why spend $9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ? ,0
"witty , touching and well paced . ",1
"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins . ",0
insufferably naive . ,0
"ok arthouse . the power of this script , and the performances that come with it , is that the whole damned thing didn't get our moral hackles up . ",1
"it follows the blair witch formula for an hour , in which we're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes . ",0
adam sandler's 8 crazy nights is 75 wasted minutes of sandler as the voice-over hero in columbia pictures' perverse idea of an animated holiday movie . ,0
alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise . ,1
"tony gayton's script doesn't give us anything we haven't seen before , but director d . j . caruso's grimy visual veneer and kilmer's absorbing performance increase the gravitational pull considerably . ",1
"it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades . ",0
it's exactly what you'd expect . ,0
two hours of sepia-tinted heavy metal images and surround sound effects of people moaning . ,0
"the results , if not memorable , are at least interesting . ",1
"this series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie . ",0
the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design . ,0
"a pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of crystal and de niro . ",1
just the sort of lazy tearjerker that gives movies about ordinary folk a bad name . ,0
a fun ride . ,1
the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset . ,0
"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks . ",1
a painfully slow cliche-ridden film filled with more holes than clyde barrow's car . ,0
as unseemly as its title suggests . ,1
there are some movies that hit you from the first scene and you know it's going to be a trip . igby goes down is one of those movies . ,1
"it excels because , unlike so many other hollywood movies of its ilk , it offers hope . ",1
too simple for its own good . ,0
cho continues her exploration of the outer limits of raunch with considerable brio . ,1
"i didn't find much fascination in the swinging . what they're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge . but that they are doing it is thought-provoking . ",0
collapses after 30 minutes into a slap-happy series of adolescent violence . ,0
"if you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy . ",1
"never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive . ",1
it's a remarkably solid and subtly satirical tour de force . ,1
"sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours . ",0
"while the material is slight , the movie is better than you might think . ",0
"movies like this are selling the old european candor , the old wink of 'bold' revelation . but in 2002 , such revelations wilt . ",0
"there's a great deal of corny dialogue and preposterous moments . and yet , it still works . ",1
you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both . ,1
"really is a pan-american movie , with moments of genuine insight into the urban heart . ",1
"provides a porthole into that noble , trembling incoherence that defines us all . ",1
"much like its easily dismissive take on the upscale lifestyle , there isn't much there here . ",0
haneke challenges us to confront the reality of sexual aberration . ,1
"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style . ",0
like other great documentaries . . . this goes after one truth ( the ford administration's complicity in tearing 'orphans' from their mothers ) and stumbles upon others even more compelling . ,1
"well-acted , well-directed and , for all its moodiness , not too pretentious . ",1
"with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . ",1
the milieu is wholly unconvincing . . . and the histrionics reach a truly annoying pitch . ,0
"authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow . ",0
"yes , it's as good as you remember . in fact , even better . ",1
"it's not a film to be taken literally on any level , but its focus always appears questionable . ",0
huppert's superbly controlled display of murderous vulnerability ensures that malice has a very human face . ,1
sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation . ,1
"it's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime . ",1
"the problem is that rather than dramatizing this premise , mr . desplechin is content to state it . ",0
"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun . ",0
"so young , so smart , such talent , such a wise * * * . ",1
sucking all the 'classic' out of robert louis stevenson's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst . . . ,0
remarkable for its intelligence and intensity . ,1
"charles' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams' attempts to get his shot at the big time . ",1
"this rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you hadn't seen , which , in this day and age , is of course the point . ",1
"elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy . ",1
both damning and damned compelling . ,1
so unique and stubborn and charismatic that you want it to be better and more successful than it is . ,1
"this enthralling documentary . . . is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends . ",1
"to the film's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment . ",1
"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull . ",1
"greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",1
"will only satisfy those who can't tell the difference between the good , the bad and the ugly . ",0
"stuffy , full of itself , morally ambiguous and nothing to shout about . ",0
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world . ,1
"a few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot hasn't the stamina for the 100-minute running time , and the protagonists' bohemian boorishness mars the spirit of good clean fun . ",0
"'men in black ii creates a new threat for the mib , but recycles the same premise . ",0
"despite its flaws , crazy as hell marks an encouraging new direction for la salle . ",1
wiseman reveals the victims of domestic abuse in all of their pity and terror . ,1
"satisfyingly scarifying , fresh and old-fashioned at the same time . ",1
"the movie isn't always easy to look at . but if it is indeed a duty of art to reflect life , than leigh has created a masterful piece of artistry right here . ",1
heavy with flabby rolls of typical toback machinations . ,0
there is a general air of exuberance in all about the benjamins that's hard to resist . ,1
"a gem , captured in the unhurried , low-key style favored by many directors of the iranian new wave . ",1
"there are no special effects , and no hollywood endings . ",1
"[gulpilil] is a commanding screen presence , and his character's abundant humanism makes him the film's moral compass . ",1
"a lack of thesis makes maryam , in the end , play out with the intellectual and emotional impact of an after-school special . ",0
"good , solid storytelling . ",1
"the characters are based on stock clichés , and the attempt to complicate the story only defies credibility . ",0
"shame on writer/director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull . ",0
consider the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire . ,0
"the old-world- meets-new mesh is incarnated in the movie's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1
"a muckraking job , the cinematic equivalent of a legal indictment , and a fairly effective one at that . ",1
"the film seems a dead weight . the lack of pace kills it , although , in a movie about cancer , this might be apt . ",0
"granddad of le nouvelle vague , jean-luc godard continues to baffle the faithful with his games of hide-and-seek . ",0
"my little eye is the best little "" horror "" movie i've seen in years . ",1
"an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen . ",0
"all the queen's men is a throwback war movie that fails on so many levels , it should pay reparations to viewers . ",0
"it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . unfortunately , that's precisely what arthur dong's family fundamentals does . ",0
a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks . ,0
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort . ",0
" "" mostly martha "" is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1
one of the best rock documentaries ever . wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many . ,1
doesn't really add up to much . ,0
it's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex . ,0
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ",1
"skins has a right to yawp , and we have a right to our grains of salt . ",0
"the story is also as unoriginal as they come , already having been recycled more times than i'd care to count . ",0
the umpteenth summer skinny dip in jerry bruckheimer's putrid pond of retread action twaddle . ,0
"the result is solemn and horrifying , yet strangely detached . ",0
"if this is the danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps . ",0
"one long , numbing action sequence made up mostly of routine stuff yuen has given us before . ",0
"as [the characters] get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound . ",0
"there's a disreputable air about the whole thing , and that's what makes it irresistible . ",1
"it's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain . ",0
"from the dull , surreal ache of mortal awareness emerges a radiant character portrait . ",1
directors brett morgen and nanette burstein have put together a bold biographical fantasia . ,1
an unfortunate title for a film that has nothing endearing about it . ,0
schneidermeister . . . makin' a fool of himself . . . losin' his fan base . . . ,0
"at a time when we've learned the hard way just how complex international terrorism is , collateral damage paints an absurdly simplistic picture . ",0
"this is not the undisputed worst boxing movie ever , but it's certainly not a champion - the big loser is the audience . ",0
it manages to squeeze by on angelina jolie's surprising flair for self-deprecating comedy . ,1
"morton uses her face and her body language to bring us morvern's soul , even though the character is almost completely deadpan . ",1
"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human . ",1
this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications . . . that have no bearing on the story . ,0
what's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy . ,0
one scene after another in this supposedly funny movie falls to the floor with a sickening thud . ,0
"[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too . ",1
too clunky and too busy ribbing itself to be truly entertaining . ,0
an enjoyable feel-good family comedy regardless of race . ,1
"never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",0
"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor . ",0
"for most movies , 84 minutes is short , but this one feels like a life sentence . ",0
"jaw-droppingly superficial , straining to get by on humor that is not even as daring as john ritter's glory days on three's company . ",0
"affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids . ",1
every conceivable mistake a director could make in filming opera has been perpetrated here . ,0
"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic . ",1
"the action is reasonably well-done . . . yet story , character and comedy bits are too ragged to ever fit smoothly together . ",0
the lack of opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary . ,0
"what makes the movie work  to an admittedly limited extent  is the commitment of two genuinely engaging performers . weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk . ",1
"reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and ryoko hirosue makes us wonder if she is always like that . ",0
sex is one of those films that aims to confuse . ,1
"an exceptionally acted , quietly affecting cop drama . ",1
offers enough playful fun to entertain the preschool set while embracing a wholesome attitude . ,1
strictly a 'guy's film' in the worst sense of the expression . ,0
boyd's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon . ,0
"so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality . ",1
munch's screenplay is tenderly observant of his characters . he watches them as they float within the seas of their personalities . his scenes are short and often unexpected . ,1
strident and inelegant in its 'message-movie' posturing . ,0
"the rock is destined to be the 21st century's new "" conan "" and that he's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal . ",1
[t]oo many of these gross out scenes . . . ,0
a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her . ,1
"take away the controversy , and it's not much more watchable than a mexican soap opera . ",0
" . . . the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor . . . ",1
the locale . . . remains far more interesting than the story at hand . ,0
"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare . ",1
everything was as superficial as the forced new jersey lowbrow accent uma had . ,0
"it is very difficult to care about the character , and that is the central flaw of the film . ",0
some may choose to interpret the film's end as hopeful or optimistic but i think payne is after something darker . ,1
"director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films . ",1
[l]ame and unnecessary . ,0
"de ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter . ",0
"as 'chick flicks' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0
"even if it ultimately disappoints , the picture does have about a matinee admission's worth of funny to keep it afloat . ",0
chai's structure and pacing are disconcertingly slack . ,0
despite the premise of a good story . . . it wastes all its star power on cliched or meaningless roles . ,0
"will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year . ",1
"interview with the assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its blair witch project real-time roots . ",0
"pacino and williams seem to keep upping the ante on each other , just as their characters do in the film . what results is the best performance from either in years . ",1
an artsploitation movie with too much exploitation and too little art . ,0
interesting and thoroughly unfaithful version of carmen,0
"this would-be 'james bond for the extreme generation' pic is one big , dumb action movie . stress 'dumb . '",0
"the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad . ",1
the piquant story needs more dramatic meat on its bones . ,0
more concerned with sade's ideas than with his actions . the movie achieves as great an impact by keeping these thoughts hidden as . . . [quills] did by showing them . ,1
so boring that even its target audience talked all the way through it . ,0
a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age . ,1
"the movie is hardly a masterpiece , but it does mark ms . bullock's best work in some time . ",1
veers uncomfortably close to pro-serb propaganda . ,0
the powder blues and sun-splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs . ,1
"there are moments in this account of the life of artist frida kahlo that are among cinema's finest this year . unfortunately , they're sandwiched in between the most impossibly dry account of kahlo's life imaginable . ",1
jolie's performance vanishes somewhere between her hair and her lips . ,0
many insightful moments . ,1
a very funny romantic comedy about two skittish new york middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles . ,1
"i'm afraid you won't get through this frankly fantastical by-the-numbers b-flick with just a suspension of disbelief . rather , you'll have to wrestle disbelief to the ground and then apply the chloroform-soaked handkerchief . ",0
lacks the visual flair and bouncing bravado that characterizes better hip-hop clips and is content to recycle images and characters that were already tired 10 years ago . ,0
a compendium of solondz's own worst instincts in under 90 minutes . ,0
"a loud , low-budget and tired formula film that arrives cloaked in the euphemism 'urban drama . '",0
"the best part about "" gangs "" was daniel day-lewis . ",1
"if you're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you're at the right film . ",1
it appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept . ,0
an overstuffed compendium of teen-catholic-movie dogma . ,0
[fessenden] is much more into ambiguity and creating mood than he is for on screen thrills,1
"focuses on joan's raging hormones and sledgehammers the audience with spanish inquisitions about her "" madness "" so much that i became mad that i wasted 123 minutes and $9 . 50 on this 21st century torture device . ",0
an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street . ,1
fulfills the minimum requirement of disney animation . ,1
a sequence of ridiculous shoot-'em-up scenes . ,0
an enjoyable experience . ,1
"it's a stale , overused cocktail using the same olives since 1962 as garnish . not only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise . ",0
"about a manga-like heroine who fights back at her abusers , it's energetic and satisfying if not deep and psychological . ",1
"you don't need to know your ice-t's from your cool-j's to realize that as far as these shootings are concerned , something is rotten in the state of california . ",1
"his [nelson's] screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it . ",0
"the problem , amazingly enough , is the screenplay . ",0
"this slow-moving swedish film offers not even a hint of joy , preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party . ",0
intriguing and downright intoxicating . ,1
has its moments -- and almost as many subplots . ,0
"reassuring , retro uplifter . ",1
"despite bearing the paramount imprint , it's a bargain-basement european pickup . what's hard to understand is why anybody picked it up . wiser souls would have tactfully pretended not to see it and left it lying there",0
enduring love but exhausting cinema . ,0
nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises . ,0
"with a completely predictable plot , you'll swear that you've seen it all before , even if you've never come within a mile of the longest yard . ",0
"a fine film , but it would be a lot better if it stuck to betty fisher and left out the other stories . ",1
it's definitely a step in the right direction . ,1
"no movement , no yuks , not much of anything . ",0
it's both a necessary political work and a fascinating documentary . . . ,1
"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . ",1
the film desperately sinks further and further into comedy futility . ,0
"busy urban comedy is clearly not zhang's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy . ",0
"alain choquart's camera barely stops moving , portraying both the turmoil of the time and giving conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating . ",1
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish . ,1
"those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts . ",1
the comedy death to smoochy is a rancorous curiosity : a movie without an apparent audience . ,0
"both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny . ",1
"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film's producers would be in the clink for life . ",0
"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0
an impeccable study in perversity . ,1
just another combination of bad animation and mindless violence . . . lacking the slightest bit of wit or charm . ,0
"awesome creatures , breathtaking scenery , and epic battle scenes add up to another 'spectacular spectacle . '",1
"while glover , the irrepressible eccentric of river's edge , dead man and back to the future , is perfect casting for the role , he represents bartleby's main overall flaw . ",0
"like any good romance , son of the bride , proves it's never too late to learn . ",1
"graças às interações entre seus personagens , o filme torna-se não apenas uma história divertida sobre uma curiosa perseguição , mas também um belo estudo de personagens . ",1
the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . ,1
"this one is not nearly as dreadful as expected . in fact , it's quite fun in places . ",1
"this hastily mounted production exists only to capitalize on hopkins' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book . ",0
gloriously straight from the vagina . ,1
toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it's hard not to be carried away . ,1
"there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff . ",0
"they're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood . ",1
"claude chabrol's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements . ",1
`hey arnold ! ' has some visual wit . . . but little imagination elsewhere . ,0
the film's essentially over by the meet-cute . ,0
this film biggest problem ? no laughs . ,0
"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview . ",1
meyjes . . . has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics . ,1
"the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him . . . there is never really a true "" us "" versus "" them "" . ",1
we learn a lot about dying coral and see a lot of life on the reef . ,1
a mixed bag of a comedy that can't really be described as out of this world . ,0
"almost everything about the film is unsettling , from the preposterous hairpiece worn by lai's villainous father to the endless action sequences . ",0
"here polanski looks back on those places he saw at childhood , and captures them by freeing them from artefact , and by showing them heartbreakingly drably . ",1
"the movie doesn't think much of its characters , its protagonist , or of us . ",0
"not a strike against yang's similarly themed yi yi , but i found what time ? to be more engaging on an emotional level , funnier , and on the whole less detached . ",1
aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters . ,0
"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger . should be required viewing for civics classes and would-be public servants alike . ",1
"one of the year's best films , featuring an oscar-worthy performance by julianne moore . ",1
the story is bogus and its characters tissue-thin . ,0
"evokes the style and flash of the double-cross that made mamet's "" house of games "" and last fall's "" heist "" so much fun . ",1
"gives us a lot to chew on , but not all of it has been properly digested . ",1
this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal . ,1
the tuxedo miscalculates badly by forcing the star to play second fiddle to the dull effects that allow the suit to come to life . ,0
"peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want . ",1
slackers' jokey approach to college education is disappointingly simplistic -- the film's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by . ,0
"leave it to john sayles to take on developers , the chamber of commerce , tourism , historical pageants , and commercialism all in the same movie . . . without neglecting character development for even one minute . ",1
"its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there's no time to think about them anyway . ",1
"verbinski substitutes atmosphere for action , tedium for thrills . ",0
the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects . ,0
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . and that leaves a hole in the center of the salton sea . ",0
"despite an impressive roster of stars and direction from kathryn bigelow , the weight of water is oppressively heavy . ",0
"deflated ending aside , there's much to recommend the film . ",1
"one of the pleasures in walter's documentary . . . is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject's mysterious personality without ever explaining him . ",1
"instead of a witty expose on the banality and hypocrisy of too much kid-vid , we get an ugly , mean-spirited lashing out by an adult who's apparently been forced by his kids to watch too many barney videos . ",0
" . . . "" bowling for columbine "" remains a disquieting and thought-provoking film . . . ",1
the closest thing to the experience of space travel,1
"an uplifting , near-masterpiece . ",1
"a big-budget/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event . ",1
it's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,1
tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth . ,1
nair does capture the complexity of a big family and its trials and tribulations . . . ,1
"for the most part , it's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions . ",1
"weighted down with slow , uninvolving storytelling and flat acting . ",0
an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves . ,1
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",1
an intimate contemplation of two marvelously messy lives . ,1
a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable . ,1
