tweet,label
@DunkinDonuts @JetBlue NEW YORK the city that never sleeps  #DunkinGOSweeps,1
Sorry to all on @AmericanAir flight with me. Baby will be crying because airline ruined her day!,0
"@not_important94 @DeltaAssist @Delta I haven't tweeted in years, but I've come out of retirement to say @Delta screwed up today.",0
"@TitusNation What, @United doesn't have some flunky posting half-assed responses to your tweets.. ummm complaints?",1
@AmericanAir Stuck in paradise! Evac'ed from St John due to hurricane but flight isn't until tomorrow. Any way to get out today?,1
VISIT ORPHANS (MY CHILDREN SINCE I WAS IN INDIA IN 2011-13) AT http://t.co/cBcnIQ1eeW.  A YOUNG GIRL IS MISSING!  @JetBlue #FlyingItForward,1
@AmericanAir flight 1169 ORD to LAX.  Cabin so hot and uncomfortable - no response to multiple customer requests to lower temp.  And more.,0
3 of last 4 flights on @AmericanAir have had mechanical issues. #aggravating #getitogetherAA #notacceptable,0
Reminded why I never fly @AmericanAir worst experience ever. #rude I miss @JetBlue and @SouthwestAir,0
"Can't wait til #April for @RedSox, heading to #FtMyers on @JetBlue in #March!! #SpringTraining #Florida",1
#AA @AmericanAir sucks!!!! No llego mi maleta y me dicen que no saben cuando va a llegar! Que puede tardar hasta 5 dÃƒÂ­as! No viajen con ellos,1
Great to see you! @JoyceMSullivan - @JetBlue is my fave... kick back relax and watch a little TV on your way home! #TrueBlue,1
@united and an hour late now,0
Flying Delta feels like cheating. @AlaskaAir,1
Hell is a redeye full of (drunk?) people en route back from #MayPac yelling abt how they're from the South Shore. @VirginAmerica - not cool.,1
"@JetBlue #jetblue flight389 creeping delay 20 Min, 40 min to 60 min",0
@united re:dog on tarmac. This is why I made damn sure my flight in from NRT with my dog was an ANA operated flight.,1
"@ColleenB123 @AmericanAir ooo, that's so sad ðŸ˜”",1
Thank @JetBlue.  always making travel easy and stress free.,1
@Delta you're change/cancellation policy is brutal and @DeltaAssist rep Paul needs training. #mistakeshappen @SouthwestAir 4 life.,0
@DeltaAssist can you please tell me the reason for delay of DL 40?,1
@VirginAmerica site's not working! :( cc @feesh @emilazy @nieto @danielayele,0
@SouthwestAir 2144 is 4 hrs late and just realizing need a replacement flight attendant? How is this possible? We continue to wait in line.,0
@united its been 9 days #UnitedAirlines delay in my baggsge search can cause me my #employment #bigloss,0
@kristen @united Women should never be made to feel uncomfortable about breastfeeding. #healthyhappybabies,0
Just heard abt @drinkwaterevent getting kicked of @JetBlue for using social media?Would love an explanation #JETBLUE http://t.co/6HHfUZ6Mr3,0
Your RDU operations are really stepping in it this morning due to luggage issues from a flight that came in from Denver @SouthwestAir,0
"@AmericanAir hi, i purchased a non-refundable ticket. since, i've been diagnosed with a medical problem that prohibits me from flying. help?",1
Headed home. On the new @JetBlue Mint flight. Feel like I'm cheating on @AmericanAir but let's see... #BallUpCEOwork http://t.co/TxSCK7qiUt,1
"@DeltaAssist honestly, really disappointed in how 3711 is being handled.",0
@united: Things to hate about flying United Economy #1: can't open laptop all the way because seat is too small.,0
"Bad news, my dad is moving from San Diego to San Francisco. Good news, @VirginAmerica can get me there happy, cozy and safe! ",1
"@united have a nephew with autism, saw how you treated this girl and corporate response, I will never again fly your airline. #boycottunited",0
"Great story- pup lost &amp; found w/microchip, kind strangers &amp; applause @AlaskaAir for giving Penny a free ride... http://t.co/YC6IRQwwND",1
What exactly do you do to fix your reputation for bad customer service @united??,0
@AirlineReporter @AlaskaAir no issues,1
THANK YOU @AlaskaAir and @trailblazers this is so exciting can't wait to watch @Dame_Lillard and @rolopez42 #ripcity http://t.co/R0B8OEWnio,1
@AmericanAir go to hell ! Extortion! A woman who came in a whelk chair is sitting in the exit row! Don't worry my next call is to the FAA!,0
@AmericanAir + @USAirways My morning flight #826 just got cancelled to Charlotte but I need to make a connection to SJO. On hold #HELP,0
@JetBlue scariest take off ever. Flight 915 to SFO. I've never been so scared before. Thank God for free wifi.,0
@iliza @united do not mess with this crazy person. ðŸ˜‚ðŸ˜‚,1
@SarahBlackwood1 @united kicks a pregnant woman and her child off a plane???? Sickening,0
@AmericanAir has given me hell after my 13 hour flight. I am furious!! Worst customer service ever.,0
@richardbranson @emirates @qatarairways @lufthansa @AmericanAir @BillGates Toxic air not just BA it's Global problem http://t.co/OLsyzmREhI,1
@sorryimalex @AmericanAir I've never been on a plane,0
"@americanair Your customer service sucks. Specifically, this gate attendant at ORD, gate H15.",0
""" Drones""  Fly safe &amp; responsibly!  Ignorance is no excuse @FlyResponsibly @SouthwestAir  @VirginAmerica @USAirways @Delta",1
"Stuck at the airport for 5 hours because @united lost my bags on my layover. Nothing but a ""sorry"" offered by their man in Jax. Class act.",0
Hey @united I just submitted feedback for you at http://t.co/inMybYJ7dl Please address my issue. http://t.co/jHclvWhBoy  #badService,0
@jetblue why is flight b6661 from bgi delayed? Airport staff not v helpful with info,0
@JetBlue @Boston_Calling I have never been to #Boston. Would love an opportunity to explore the history....and bars!,1
@SouthwestAir Walk off the plane only to hear the pilot lecturing the maintenance guy about how many issues that plane had.,0
Big shout to the attendant on @VirginAmerica flight 193 to SFO Ã¢â‚¬â€ who just did the whole safety video dance for the delayed passengers.,1
@AmericanAir Boarded a massive full flight ahead of schedule from LGA to Chicago and departed on time no problem. ðŸ‘ðŸ¼#AA1472,0
@united When is a cancelled flight not cancelled?,0
A sad day when the fancy vagina shaped pottery exhibition gets removed from the @virginamericaÃ¢â‚¬Â¦ https://t.co/442IFuWw58,1
"@united hold our flight to cabo #1452, we haven't gotten off our first flight yet bc of a delay :/",1
@USAirways wait why is your Twitter locked so do I have to tweet @AmericanAir? Come on man. #OperationGetMomAndDadToJarensGraduation,1
@united Had a UAL employee tell me they hope I miss my flight LOL #UnitedAirlines smh...Customer Service is gone!,0
"system wide outage this morning and my flights seemingly were the only ones that weren't delayed. well played, @JetBlue. well played.",0
.@united really needs to work on notifications. @ boarding time I get notified of gate change. 10min later notified of flight delay.,0
@united I submitted a refund request and accidentally entered the wrong ticket number Ã¢â‚¬â€ how can i cancel that?,1
"We've had some complaints about @united lately but I have to say, they took care of us when we got stuck in Chicago last night! #travel",1
@DeltaAssist In Israel and need to speak with Delta agent re baggage issue. Is there a phone number I can call or can I be called?,1
@Abbstract25 @united maybe they'll tweet back at you and offer you a food voucher that doesn't work. Oh wait that's @Delta,1
Completely appalled at the negligent and horrible treatment my family and I received from @AmericanAir staff at @iflymia today.,0
"Sad tweets about @AmericanAir, @Delta &amp; @united remind me why I only go @VirginAmerica. They go everywhere I need to go. Or @VirginAtlantic",0
"Paid $8 for slowest WIFI ever.  WonÃ¢â‚¬â„¢t even load Gmail.  Why even bother, @SouthwestAir?",0
@aparman @NYCAviation @Ari_Be_Free @SouthwestAir @AmericanAir that's a bad day at the office! #costly,1
@AmericanAir found a seat for me arriving at 11:30p. I will cancel my reservation for dinner. Admirals Lounge in this concourse? #comp,1
Family stress. I desperately want to jump on one of those @AmericanAir Weekly Deals to Go. And then stay. Under an assumed name.,1
"@united #1007 Houston-Bogota with an engine problem, mechanics trying to ""fix"" the problem, safety first, better to change the plane",0
@SouthwestAir 81 year old had surgery missed flight rebook wants $175. Customer sat line is busy #wonderwhy,0
Second time I had to thank an airline @VirginAmerica for making it painless to get a direct flight home after connection delayed #feelsweird,1
"@VirginAmerica on standby 4 LAX after missing my 1st flight by 1 min. 6 months pregnant and not guaranteed a seat on next flight, help!",0
Trip 15. Off to @tpa on @AmericanAir short week.  Hoping for no FL rain,1
"It's a unicorn flight on @SouthwestAir. Flew out of mysterious, nearly never used gate C4 at BNA and got this seat. http://t.co/dZS8R5qnQN",1
"Vincent London CS JB Manager at UVF, provided the worst service I have ever received in my life! B/C of him I am stranded. @JetBlue",0
@AmericanAir my boyfriend missed his flight in toronto to miami because of the customs in YYZ. What can he do??,1
@iChrisLehman @SouthwestAir Oh I am so mad! Are Yesenia and kids ok? Do they need anything?,1
A Better Way To Find The Best Flights And Avoid The Worst Airports http://t.co/PxYBWa3j4G Congrats @FlyPDX and @AlaskaAir on the rank,1
Fucking delays keep getting lo ger and longer. Get your shit together @SouthwestAir,0
"@AlaskaAir adds 3 new cities from #SEA, Nashville, RDU and Charleston. Waiting now to see if @Delta responds. @AirwaysNews @AirlineReporter",1
Wish I chose #MDW and the rockstar team @SouthwestAir  instead of #ORD and @AmericanAir ... 3 hours stuck INSIDE plane at gate #AA395,0
Can't wait for @Boston_Calling this weekend! I'd LOVE some great seats @JetBlue #ScoreEvenMore,1
"@JetBlue I lost my wallet on a plane, how would I go about retrieving it? Pleas help",0
@DeltaAssist never flying delta again! Now I can't get back to college in time for my exam,0
@united one of your ground stewardess in HNL failed to listen when we said our final destination was YYZ and now our carry-on check-in is ..,0
The worst flying experience I've ever had @JetBlue http://t.co/VnFoJMW0wY,0
@AlaskaAir had to wait a couple hours for the next flight.,0
"Awaiting UA 4227 from ORD to DAY. (at @United Club in Chicago, IL) https://t.co/5N5CG8ki63",1
@DeltaAssist I need a flight home from jfk to Slc. I just missed my last flight. Can you help?,0
"Really unimpressed with @Delta today. Delayed flight 1698 ATL-ORF. No communication, rude, unprofessional. @DeltaAssist #nothappy",0
Last Call!! Don't Miss Out #Follow All! #FF #FollowFriday #MustFollow @VirginAmerica,1
"Brasil, because I've never been and like to go.  @JetBlue #FlyingItForward",1
"@AmericanAir if I redeem frequent flier miles (mile saver ones) and have to cancel, do I get the miles back?",1
"@AmericanAir just trying to change my flight, help a broke millennial out Ã°Å¸â„¢ÂÃ¢Å“Ë†Ã¯Â¸Â",1
@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,0
@AlaskaAir we had no control to get to the airport early and now we have to wait to check bags.  #poorservice,0
"I've flown 6 legs from 5 diff airports on #deltaairlines in the past 2 wks, &amp; every single flight has been delayed. #worthless @DeltaAssist",0
@VirginAmerica Is VX258 going to be cancelled due to weather?,1
Big thanks to Jordan at @AlaskaAir for resolving flight seating issues for our #TeamMary trip to LA. So gratefu! #whyiflyalaska #thankyou,1
@Nickalaws @MatthewLush @JetBlue HOLY SHIT NICK SLAAAAAY,1
@united what is with this bullshit bag size check that is causing huge delays @ ohare?,0
@AmericanAir Can't wait to read Adam Pitluk's latest column!,1
.@AmericanAir I left an item on my flight. How do I contact you folks at @flyLAXairport? Your lost &amp; found is closed for the weekend?,1
@AmericanAir need an update on AA171. You should proactively put at-risk connections passengers on another flight. I can't miss AA283.,0
"@united @mstephens7 Look at the bright side, Mike: at least you're not stuck paying a change fee you otherwise would have... &lt;/sarcasm&gt;",1
I waited so long for my time to shine@jetblue http://t.co/ZspiKsRdpP,1
"Ah, one of the new @SouthwestAir livery birds is enroute to BNA. Too bad I'm stuck at work.",1
I'm mad @SouthwestAir Ã°Å¸ËœÂ¡,1
@DeltaAssist I can DM you the the confirmation code if you follow me. He was fantastical and a real problem solver.,1
"Despite my seatback TV not working, I have an awesome crew of Flight Attendants, plenty of snacks, and a smooth flight! Love @JetBlue ",1
I am not looking forward to picking up my guy from his 3 hour delayed @SouthwestAir flight http://t.co/QUEzGhzxQf,0
"@AmericanAir @Julius_Thomas Too bad you treat anyone poorly but hope u know American Air, who you're jacking around!",1
"@DeltaAssist - thx-I was told that my bag wouldn't fit under my seat(it does) short 4 time, I'll need to wait for my checked bag-so annoyed.",0
"Good morning, disco plane. I have missed you. Cc @virginamerica http://t.co/r9C2RozeDm",1
@united flight 550 from pdx to Denver delayed an hour. Missing connection now. Paying $100+ now to stay overnight. Terrible experience.,0
".@AmericanAir If you're not canceling the flight, please cancel the snow.",0
Poor service from @united won't be flying with you again #shambles,0
@DeltaAssist I thought about switching from AA ELITE to delta medallion status but after flight #4221 I'm not so sure.,0
@united is far worse.  https://t.co/eEIjifXcG7,0
@DeltaAssist flight is delayed and I will miss my connection. Any chance to stay and leave tomorrow morning?,0
"@JetBlue so yr message is ""next time we do a promotion, don't bother. bc our site doesn't work and if it starts working we end promo early.""",1
"@DeltaAssist Hello, I am a Silver mbr in the midst of a lengthy mechanical delay - DL 5214 - ~2+hr delay. Is there compensation available?",0
@VirginAmerica yes. Thank you for putting me on standby for coming in 10 mins late for bag check. 10 mins of my time = 4 hours of yours. YES,1
@united fucks up again. Delayed flight. Should have flown with @AlaskaAir,0
"@SouthwestAir trying to get through to customer service, have been waiting for over an hour on the phone, need to confirm canceled flight",0
@AmericanAir I'm going to miss the cactus callsign,1
@AmericanAir SCREW YOU @jeromejarre justwantstomake someoneday a little bit brighter and bringa smileto theirface. #AmericanAirlinesCHILLOUT,1
I would go to Tampa to visit my sister.  I am disabled and being stuck in the house this winter has been brutal.   @JetBlue #FlyingItForward,1
A beautiful night for Monday night #streethockey outside the @JetBlue Tarmac @thebbtcenter before the puck drops! http://t.co/XDxC3gFwRc,1
@SouthwestAir are you guys hiring? Going to need a job soon after my employer fires me for all these late arrivals courtesy of your airline,0
"Yooo Joey, tweet these bad boys @madflavor  @AmericanAir",1
"SWA lost my bag-I hope someone stole it, so when they see my suit theyll think-Wow, somewhere an elephant is missing a suit! @SouthwestAir",0
Dear @VirginAmerica they're flight attendants not runway models. Would it kill them to crack a smile or pretend they cared? #underwhelmed,0
@jmspool God @united must hate you for all these critics... :),1
After 48hrs of bullshit (thanks @AmericanAir) I am finally on a @SouthwestAir flight that's actually getting me to my destination!!!!!! âœˆï¸âœˆï¸,0
@SouthwestAir you can un delay the fucking flight from LGA to MDW that's the only thing that will help,0
United @united STINKS!  They made my son miss a wedding on NYE because of an ignorant gate agent and only give a lousy $50 voucher?,0
Chillen at @MCO Ã¢ÂÂ¤ waiting to board on @JetBlue Ã°Å¸â€™â„¢Ã¢Å“Ë† http://t.co/NmEqSozeic,1
"Hi @AmericanAir my wife &amp; I are currently sked'd to arrive early into DFW, any chance we can switch to an earlier flight? I can DM details.",1
.@AmericanAir 35 minutes on hold and counting to make a reservation?! Unacceptable.,0
"When I go places that @SouthwestAir doesn't fly to, I miss them.",1
@SouthwestAir how does it work if I wanna cancel one flight I have?,1
Can't wait to fly @SouthwestAir to Dallas. Ã¢Å“Ë†Ã¯Â¸Â,1
@Delta is literally the WORST tell me why they cancelled my flight the day of for no reason and a 2 hour wait over the phone?? @DeltaAssist,0
@SouthwestAir I've been on hold for almost 53 minutes. Help!,0
"Hey @AmericanAir, stuck in OKC and going to miss my connection in ORD. Can't get anyone one on the phone to rebook. Help?",0
@petrillic @united only thing worse is middle seat on United today.,1
@AmericanAir flight 1437 departure time 9:20 Still waiting. Current reason is food!  Seriously? More imp't than connections?,0
"@united If u would like to call me sometime this afternoon (after 4 PM Central US time), I can explain what the problem is with your process",1
@SouthwestAir I'm trying to get a fee refund issue resolved for a past flight. Can I get a hand with that?,0
"After 6 days of inconvenience, and 3 hours of repair work replacing wheels stolen by @SouthwestAir I have 2 working suitcases again.",0
Disaster averted. Lost laptop on @VirginAmerica flight. They found it. They are rockstars and I am truly luckyâ€¦,1
"I can't have my laptop on my lap but he can have his fucking whining, smelly dog on his. #loser makes no sense. @united @FAANews",0
@JetBlue Can you help with check-in process for @AHessCA? Having issues online,0
"Um @united, how can u turn off water pressure &amp; leave us to use water bottles ""sparingly"" in bathroom for full, 5-hr flight (209)?!",0
@VirginAmerica This is sad to hear. Sea World does a lot of good for marine life and research.  http://t.co/ut34UqgF6u,1
@DeltaAssist another delay!! These last few weeks Iâ€™ve had the worst experience ever with your airlines. #SoDisrespectful,0
Flight option for tomorrow on @United is a 45 minute connection in IAD from the A pit to mid C. That's a very bad idea.,1
@wanderingzito I need your miracle work. I flew 70k+ miles on @united last year and lost all status.,1
C'mon @AmericanAir delay at JFK due to frozen pipes? You'd think preventative measures would be taken for winter; didn't suddenly get cold,0
As an @AmericanAir Exec Platinum - I ain't even mad at @JetBlue Mint.,1
@united can wait for luggage but not people for flights. Customer service fail.,0
@drewmichael @kylekinane @united the status of the flight was delayed up until last minute when it wasn't delayed and the flight left ontime,0
"On hold w @JetBlue AGAIN  &amp; @Indigo_Girls ""Gallileo"" song plays w/lyric ""must have crashed his little airplane"" #oops #notcooljetblue",0
Dear @JetBlue  Based on how you've treated @MatthewLush I will never ever fly your airline. So unprofessional!!!,0
"@Southwestair wifi connection on my flight is terrible. Switched devices to try and fix the problem, now I'm out $16!",0
@AmericanAir to be clear: this isn't only about lost vacay time. Paid more to fly w my party + reasonable layovers. You changed it anyway.,0
@AmericanAir bag still not here #ridiculous,0
@SouthwestAir Waited on hold &gt;15 w/ customer service :( What time do I need to arrive @ DTW for a 0555 flight?,0
AM @VirginAmerica trip to SFO for @Dreamforce. Kicking off one of the best weeks of the year with @salesforce. #DF14,1
@RebelTNA @united And I thought Delta was bad,1
@DeltaAssist what the beat way to reach you guys ... I was waiting for 10 min to talk to your representative reg my delta sky miles account,0
@TeamRobS you live in Seattle and you've never flown @AlaskaAir?!? How the hell do you manage that? That are &gt;50% of Seatac departures!,0
@DeltaAssist Why do I have to wait to get to check in with agent to get an assigned seat? I'm not able to do it online or with app,0
Come on @SouthwestAir I'm waiting on my click-n-save email.,1
@united #worstExperienceEver #liars no meal as promised no connecting flight no compensation #worst-airline #NoCustomerService/loyalty,0
@SouthwestAir I still haven't heard back from anyone and my bag has been missing for two days now. Please help?,0
Waiting on hold with @AmericanAir for 3.5 hours. I want to reschedule my flight for a URGENT medical appointment. Please help.,0
"@DeltaAssist DL1454 spent almost 2 hrs on hot plane waiting on late crew &amp; mech problems &amp; no air, now waiting on DL101- awful experience",0
@USAirways @AmericanAir have conspired to ruin our vacation. 3 hrs in broke plane on pls runway. Missed connection. #failed rebooking #fail,0
@BoardingArea @garyleff @AmericanAir I will miss the onboard baked cookie with marshmellows and berries,1
@TennScarlett @STLCards_Nation @SouthwestAir Can't wait! #GoCards,1
"Tweeting and watching college hockey at 35,000 feet. It's a hell of a time to be alive. @JetBlue is the best. NY here we come.",1
@united flight 1234 out of PIT cancelled. And options out of neighboring airports? CMH? Got 4 guys that need to be in Houston tomorrow.,1
@DeltaAssist @Delta Picture of tray table AFTER I cleaned it myself. #gross #racetothebottom #dobetter #fail http://t.co/FYwDytpGFo,0
@AlaskaAir There was a tiny delay as the flight crew waited for lighting to stop before takeoff in New Mexico.,1
http://t.co/Uuyn21PbP1 Too little too late @united. Your best former customers have #unitedforvirgin @VirginAmerica,0
@JetBlue yup! June 12th heading to Fort Lauderdale... Can't wait,1
"@withhearts @JetBlue is the way to go.  No baggage fees, unlimited snacks, tv, great prices.",1
@AmericanAir came home after flying into DCA and noticed my suitcase has a broken wheel. Who do I call?,0
@JoeyKimTV @united Sad to hear that!  :(,1
@AmericanAir Any way to get a waiver on a ticket change?  I just want to leave a day later.  The $200 is just too much.,0
@IIJERiiCHOII @VirginAmerica Leave today?,1
@SouthwestAir Flight from MLPS to HOU is currently showing as delayed so I'll miss connection. Any earlier flight for this Alister?,1
@DeltaAssist Please give a bonus to the workers at gate C5 tonight. They've had to deal with some shit.,1
"""Would u like 2 move up 2 first class?"" ""Sure!"" ""We're having weight &amp; balance issues."" Taking 1 for team. #GladIhadthatdonut. @AmericanAir",1
@MaksimC @united what's the problem. I'm w Protravel.,1
"@AmericanAir Yay, my flight was cancelled!!!  I can sleep in a bit!  :)",0
"@AmericanAir I don't know, I've just never seen an AA plane at Tom Bradley Terminal before.  Are you starting to fly out of there at LAX?",1
.@JetBlue had ADVANCE knowledge of 1runway. 4+hr delays +existing price gouging. Unacceptable piss poor planning. I'd be out of a job.,0
Even though my flight was delayed @JetBlue made up for it by gate checking my second bag ðŸ‘,0
"@AmericanAir That # is for @united and they're not answering. :( Filled out a form online. I fear ""black hole"" status.",0
I need movie suggestions in case @United in flight entertainment system doesn't work (50/50) #Luxembourg no horror no blood :),1
@united my lost item Id is 811212 is that the confirmation number you want to help find my zegna jacket?,1
".@JetBlue hold music is ""dreaming with a broken heart"" and ummm &lt;/3",1
"Thank you Erik Larson @AlaskaAir #seatac, where great customer service is never a #surprise but always a #delight!",1
.@united r u currently experiencing system wide IT issues impacting all flights? Can you let customers know the impact,0
"@SouthwestAir flight out of Chicago at 10am saying itÃ¢â‚¬â„¢s on time (thereÃ¢â‚¬â„¢s no way it is), with a 3 hr wait on cust service. Help with status?",0
"As much as I travel, problems are bound to happen but @AlaskaAir always has my back. It's why #iflyalaska Proud they are my customer too",0
"Ahhhhhh, looking through old vacation pictures makes me miss @JetBlue #AYCJ ... #gonetoosoon #2009 #2010",1
@JetBlue when will flights AFTER 10/24 be available!!! So frustrating!!!,0
.@AmericanAir #hell #airline you assholes once again delayed my flights made me sit on the Tarmac for over and hour took my tiny roller bag,0
@JensenAckles @AmericanAir your luck with planes is never goodðŸ˜‚ðŸ˜‚,1
@JetBlue listen I have a flight at 5am tomorrow with you if we get lost at sea im using @AmericanAir from then on.,1
It seems impossible for @AmericanAir to ever run on schedule. Literally every flight I've flown with AA this year has been disrupted. #fail,0
@AmericanAir FLT 3327. After delayed departure we sat 20 feet from gate for almost an hour because you had 2 ground crews working 15 gates.,0
@PaytonTaylor129 @SouthwestAir The nightmare of bad weather.,0
"Challenging @TrimGoEMAW to an ol' delay off. Beat this. @AmericanAir, @DeltaAssist has thrown down the gauntlet. http://t.co/w6AyKyuSyW",0
"@Jennife14402688 @JensenAckles @AmericanAir Where's Cas when you need him?! Oh, wait. He doesn't have wings anymore. Too soon?",1
@united basing a fee that is more than the cost of the entire flight is unacceptable. @VirginAmerica will get my business from now on,0
It's funny how when flights are delayed and airlines are shitty and provide bad service people bond...I'm looking at you @AmericanAir,0
Shoutout to @SouthwestAir for making sure to repair even a small thing like a windshield wiper to make sure we get to #Strataconf safely!,1
@SouthwestAir delay is keeping my Christmas wish in Sacramento instead of Texas tonight. Another lonely night. Miss you. Come home please,0
why do I pay $195 a year &amp; spend thousands on my @united card if they're going to treat me horribly when I fly?! SO disappointed.,0
"@dataeditor @floodfish that's what i was thinking.  in this case, though, i was complaining about how slow @united's homepage is.",0
9th @Southwestair Thanksgiving day flight in a decade &amp; never a minute late. #thankful http://t.co/ICLKVOyLM2,1
Also the agent who booked our flight for us to leave JFK I paid extra to leave from LGA. Can u find us a new flight from LGA?@JetBlue,1
@boopfm523 @SouthwestAir they just told us in Nashville that they are switching out the plane again! We're *supposed* to depart at 5:55,0
"USair went into my bank account without MY consent. No response, just the runaround. Taking this to national news @USAirways @AmericanAir",0
You would think @united would have stolen @WWESheamus UNITED States title instead of @HEELZiggler's Intercontinental title #PRAYFORDOLPHsbag,1
This has to be a sick joke! I've been on 2 @SouthwestAir flights this wk &amp; had issues.. im fed up &amp; i still havent made it to my destination,0
@AmericanAir 3+ hours on hold and no one takes my call.  You can do better than that AA. http://t.co/SGtgm4Mp8F,0
@DeltaAssist is there anyway of changing my flight on Saturday to a later flight without charge? Issues arised with travel,1
"Hmm, @SouthwestAir just posted gate 18A in LAX for a flight - where the heck is that? new gate numbering or remote?",0
"@jameypricephoto @AmericanAir I've been sitting here for 5 hours getting dicked around, I have yet to see one of their flights leave on time",0
@DeltaAssist Hi. Am I able to cancel reservation F7Z2WE for a refund?,1
"I bought maze runner on my @SouthwestAir flight and it kept cutting out and I didn't finish! I'm stuck in suspense, so sad, how does it end!",0
New tagline: @united we wait together for over an hour for our bags. http://t.co/razspb2xLS,0
"@AmericanAir Worst airline to fly with International, the air line must revisit their international flying regulations.",0
"@AlaskaAir i never received, or lost my confirmation email for my flight, can you send it again?",1
@danberger @lauraesimmons @SabbaNazhand My ride tonight was @united #STadventures Can't wait 2 see our T-giving tvl adventures #DCJetsetters,1
.@DeltaAssist how r flights looking into Atl? We have a connect frm Philly into Atl this afternoon. Concerned abt getting stuck in PA?,1
@shaggymb @united I always thought you've never showered.,1
@americanair - worst customer service ever.  SHould it take 3 hours to book award seats?,0
My @United plane that was supposed to leave a while ago. We have all deplaned. Guess Im spending theâ€¦ http://t.co/82RcwcXO34,0
I heard @AmericanAir is holding @madflavor hostage on Mother's Day?!?! He has better shit to be doing! #FreeCoCo,1
Goodbye Florida. You will be missed. Back home to Wisconsin and the cold.. @SouthwestAir,1
I guess all @USAirways tweets now need to go to @AmericanAir? Missed opportunity for upgrade is your fault as there were seats available.,0
@DeltaAssist Is the LHR-SEA flight possibly going to be delayed even further?,0
Hey @AmericanAir someone sold my number to you and now I'm getting harassed.  Guess who's never flying American again?,0
@SouthwestAir I'm gonna miss your old colors!,1
@AmericanAir is terrible and so are their employees at DFW. Witnessed the rudest behavior I have ever seen here. Not flying again with them.,0
"4.5 hr delay of @united 881 on 10/24 for repairs caused major disruptions of travel. Will arrive PUS 15 hrs late! Not okay, esp for 1K.",0
"Flying @JetBlue, who let me switch flights same day free, to LA. Is a working vacation, but I plan to fully exult in all things Hello Kitty.",1
"@united The crew of #UA668 sure knows how to make the most of a diverted flight. Coffee, cookies, regular updates. Not too bad!",1
@METCedplus Just bought my @SouthwestAir tickets to St. Charles! Can't wait to visit @Embassysuitesst! Hope they start Tweeting again!,1
DonÃ¢â‚¬â„¢t let bugs ruin your #MemorialDay. Try our BugsAway clothing @JFKAirport @ShopCCN @JetBlue,1
"You know who loves sitting on the tarmac and not moving, @AmericanAir? Little kids.",0
@VirginAmerica any time guys! This broke college student accepts free flights. Lol :),1
"@AmericanAir @USAirways I'd like my luggage now please guys! Lost between Philly and Newark, bag no 0037559719 I have a 7am meeting in NYC!!",0
@VirginAmerica hi! i'm so excited about your $99 LGA-&gt;DAL deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,1
Flight 87 cancelled by @AmericanAir from London to Chicago and they told NO ONE hey American are you going to watch my kids? Btw 1st class,0
@SouthwestAir Worst flight experience flying to Houston from NYC and pathetic customer service for getting help to reschedule.,0
@mscaterinalopez @SouthwestAir poor princeton,0
"@AlaskaAir thanks for the response, John. In your res system I would leave that seat unassigned until you are full.",1
@united please tell flight 3466 from ORD-BTV to wait for me!! Delayed a bit on flight 333 Austin to ORD.,0
"Shoutout @SouthwestAir ...missed my flight this morning, they got me on another flight with ease, and without having to pay",0
@annabellekline @JetBlue mines been not working since this afternoon.,0
CANNOT WAIT to try this inflight! Amazon Prime members will be able to stream free on @JetBlue  http://t.co/seNMtwYSmp,1
".@AlaskaAir I can always count on you guys - so, the Cafe Vita espresso machine outside your C gates is broken...",1
@united @ImamSuhaibWebb you call that a statement?? what a shame.,1
@gwatsky @united @USAirways @SwissportBE have you checked ebay.. I mean lost &amp; finders keepers?,1
@AmericanAir the worst airline Ever!!! I can't believe they did this to my baby and I.,0
.@JetBlue Pres. Robin Hayes kicks off the opening of our international-arrivals facility at #JFK #T5 live on @CNBC! http://t.co/37Bu6iTf65,1
@JetBlue flight delayed... Delayed again... Now deplaned and waiting... @DeltaAssist would have rebooked already!,0
@southwestair flight #1891 over the #clouds seeing the #Sun over #GRR #GrandRapidsMichigan #danielgarza http://t.co/uaUhO4EnTk,1
@DeltaAssist plus I'm sitting in Comfort+ and no premium snacks were offered. Poor experience today. Very poor.,0
Been at airport all day because flight supposedly got cancelled then uncancelled and the desk lady was being rude and disrespectful @united,0
Another delayed flight...c'mon @SouthwestAir,0
@klug_alters @united Have you watched Lost? #PolarBearWatch,1
"ayeeeeee @united offering flights for X price all the way to ""checkout"" and suddenly ""no longer available at your price point""",1
Soooo I spent $179 to upgrade and be comfy on my bday flight home... Too bad there's annoying kids bhnd me. Ã°Å¸Ëœâ€™@VirginAmerica #insanettyBday,0
"I bought a @Finnair ticket but just found out I'm flying on an @AmericanAir plane, so now I understand how badly it hurts to get catfished.",0
Had the most wonderful time flying with @VirginAmerica - __ Never flying with anyone else below you again ,1
@SarahKSilverman @AmericanAir Delta would never treat you like that.,1
@united sitting on the Tarmac for 2 hr 35 minutes on ua3741 in IAH. Hope we get off before 3 hours tonight,0
@united close to 4 hours delayed because of maintenance but now the reason is a delayed inbound flight. Not quite the true story.,0
